$48,832 

$29,975 

$55,000 




$48,681 






$53,969 
$55,000 
$48,832 

$43,460 
$36,033 






$54,530 
$55,000 
$48,681 
$53,969 








$53,969 

$54,530 
$55,000 


$48,832 
$36,033 
$45,000 

$47,448 
$67,000 


$43,460 


$70,176 
$55,000 




$53,969 





$50,778 

$55,000 
$53,969 











$55,000 
$53,969 

$48,832 



$53,969 



$55,000 






$55,000 

$42,082 


$43,460 
$48,832 

$41,476 
$34,886 
$44,280 

$37,550 


$42,082 
$55,000 
$65,355 
$25,166 
$1,206 


$24,698 
$28,648 
$39,666 

$22,400 
$1,155 
$22,602 

$25,166 



$30,374 
$16,338 
$28,648 
$1,206 
$22,602 
$26,241 



$25,166 

$39,666 
$26,322 

$15,102 
$22,602 
$1,206 
$30,374 
$25,166 

$39,666 
$1,188 
$24,698 

$1,206 
$26,322 
$16,338 
$30,374 
$15,102 
$22,320 
$1,206 

$25,166 

$22,400 
$39,666 
$22,602 
$28,648 
$26,241 
$24,698 
$1,155 
$39,666 
$1,206 
$15,102 
$30,374 

$22,400 


$1,155 

$1,188 
$1,206 
$39,666 

$22,400 
$25,166 


$26,241 
$22,602 
$28,648 
$24,698 

$772 
$20,898 
$16,338 
$22,602 
$1,249 
$26,241 
$24,698 
$22,320 
$25,166 
$1,188 
$1,188 
$22,400 
$17,815 
$22,320 
$869 
$25,166 
$28,648 
$1,249 
$30,374 
$1,182 
$1,155 
$22,400 
$30,374 
$28,648 
$709 
$22,320 
$20,926 



$41,914 
$26,860 
$29,134 
$29,618 
$17,506 

$577 

$23,760 
$22,320 
$28,602 
$20,926 
$31,512 
$27,664 
$26,322 
$26,790 

$24,549 



$29,016 
$29,134 
$29,618 

$29,983 
$577 
$20,814 
$18,931 
$30,489 
$20,926 
$992 
$1,173 
$31,512 
$21,546 
$29,016 
$709 
$934 
$738 
$25,612 
$827 
$23,598 
$25,168 
$15,828 
$22,552 
$28,768 
$801 

$26,860 
$26,322 




$26,790 

$26,322 
$41,914 



$17,506 
$36,348 


$30,489 


$25,166 

$29,134 
$22,320 


$26,322 

$22,320 

$17,506 
$25,166 
$27,294 
$26,860 
$27,240 
$41,914 

$29,134 
$29,618 


$28,602 

$18,931 
$31,512 



$27,664 
$29,618 
$26,322 

$26,860 
$17,506 
$29,134 

$41,914 
$20,926 



$577 
$30,489 
$25,166 

$31,512 
$26,790 


$26,322 
$28,602 
$22,320 

$16,680 

$26,322 

$29,618 

$26,860 
$41,914 
$17,506 

$29,134 
$25,166 
$26,322 

$26,790 
$23,760 


$577 
$29,016 
$27,294 
$20,926 


$22,320 



$26,322 
$29,618 

$26,860 


$41,914 
$29,134 

$17,506 
$27,664 
$26,322 
$23,760 

$25,166 
$29,016 



$577 
$27,294 
$22,320 
$20,926 
$26,322 

$29,618 
$41,914 
$26,860 
$17,506 





$24,033 
$31,512 
$30,489 
$26,790 
$20,926 

$29,134 

$25,166 


$28,602 
$22,320 

$26,860 
$41,914 



$26,322 

$25,166 
$20,926 
$29,134 
$31,512 
$577 

$18,931 
$29,983 
$29,618 
$29,016 


$17,506 
$24,549 

$24,600 
$36,348 



$27,294 

$29,618 
$26,322 


$26,860 
$41,914 
$29,983 


$31,512 

$29,016 
$29,134 
$22,320 
$25,166 
$18,931 

$24,549 

$27,664 
$30,489 



$26,322 
$26,860 
$41,914 
$29,618 
$29,134 


$17,506 

$31,512 


$27,664 
$577 
$25,166 
$20,926 

$26,322 
$23,760 
$22,320 
$29,016 


$41,914 
$25,166 
$577 
$18,931 
$28,768 
$26,322 
$31,512 
$29,134 
$26,860 
$29,618 
$20,259 
$29,016 

$16,470 
$14,856 
$21,208 

$28,620 

$738 
$25,612 
$24,036 
$29,983 
$17,018 